employee_id,first_name,last_name,department,pay_rate,hire_date,status,email
EMP00590,Michael,Wright,Rail,42.83,2021-06-22,Active,emp00590@mta-corp.org
EMP00591,Jennifer,Taylor,Scheduling,75.87,2020-02-18,Inactive,emp00591@mta-corp.org
EMP00592,Daniel,Hill,IT,59.15,2022-03-02,Inactive,emp00592@mta-corp.org
EMP00593,Paul,Thompson,Legal,48.95,2016-04-12,Active,emp00593@mta-corp.org
EMP00594,Melissa,Rivera,Procurement,38.28,2024-02-16,Inactive,emp00594@mta-corp.org
EMP00595,Patricia,Baker,Rail,39.33,2021-08-14,Active,emp00595@mta-corp.org
EMP00596,Jennifer,Lopez,HR,64.61,2018-06-04,Inactive,emp00596@mta-corp.org
EMP00597,Donald,Hill,Rail,56.72,2019-05-11,Active,emp00597@mta-corp.org
EMP00598,Emily,Green,Engineering,64.61,2017-01-30,On Leave,emp00598@mta-corp.org
EMP00599,Michelle,Hernandez,Safety,37.71,2016-12-10,Active,emp00599@mta-corp.org
EMP00600,George,Flores,Operations,76.06,2018-07-12,Active,emp00600@mta-corp.org
EMP00601,William,Gonzalez,Legal,44.03,2020-06-07,Inactive,emp00601@mta-corp.org
EMP00602,Helen,Young,IT,64.03,2020-09-01,Active,emp00602@mta-corp.org
EMP00603,George,Young,Rail,24.0,2022-12-18,Active,emp00603@mta-corp.org
EMP00604,Gary,Anderson,Finance,20.67,2023-12-04,Active,emp00604@mta-corp.org
EMP00605,Christopher,Hernandez,Procurement,48.91,2021-01-11,On Leave,emp00605@mta-corp.org
EMP00606,Rebecca,Young,Engineering,52.47,2023-08-31,Inactive,emp00606@mta-corp.org
EMP00607,Karen,Roberts,Engineering,73.25,2016-04-12,Active,emp00607@mta-corp.org
EMP00608,Gary,Williams,Procurement,66.31,2021-01-29,Inactive,emp00608@mta-corp.org
EMP00609,Sandra,Miller,Infrastructure,73.7,2017-06-14,Active,emp00609@mta-corp.org
EMP00610,David,Lewis,Finance,41.68,2018-05-04,Active,emp00610@mta-corp.org
EMP00611,Jennifer,Roberts,Procurement,34.26,2019-12-04,On Leave,emp00611@mta-corp.org
EMP00612,Jason,Thompson,Legal,65.77,2021-08-05,On Leave,emp00612@mta-corp.org
EMP00613,Richard,Flores,Rail,70.69,2019-10-20,Active,emp00613@mta-corp.org
EMP00614,Linda,Torres,HR,53.9,2024-01-13,Inactive,emp00614@mta-corp.org
EMP00615,Richard,Lee,Infrastructure,37.96,2021-01-15,Inactive,emp00615@mta-corp.org
EMP00616,Steven,Baker,Legal,24.83,2017-12-31,Active,emp00616@mta-corp.org
EMP00617,Karen,Adams,Rail,65.14,2015-08-31,Active,emp00617@mta-corp.org
EMP00618,Barbara,Rivera,HR,73.59,2017-10-19,On Leave,emp00618@mta-corp.org
EMP00619,Emily,Martinez,Customer Service,60.55,2019-05-28,On Leave,emp00619@mta-corp.org
EMP00620,Mark,Lewis,Maintenance,60.64,2019-08-24,Active,emp00620@mta-corp.org
EMP00621,Steven,Mitchell,Finance,64.7,2019-07-09,Active,emp00621@mta-corp.org
EMP00622,Emily,Lee,Customer Service,18.66,2020-02-06,On Leave,emp00622@mta-corp.org
EMP00623,Matthew,Robinson,Scheduling,62.67,2016-01-17,Active,emp00623@mta-corp.org
EMP00624,Robert,Wright,IT,32.99,2024-07-14,Active,emp00624@mta-corp.org
EMP00625,Jessica,Young,Finance,39.97,2024-04-01,Active,emp00625@mta-corp.org
EMP00626,Michelle,Torres,Rail,56.15,2018-10-15,Active,emp00626@mta-corp.org
EMP00627,Lisa,Baker,Procurement,21.72,2023-11-03,Active,emp00627@mta-corp.org
EMP00628,Ashley,Johnson,Maintenance,80.31,2022-01-08,Active,emp00628@mta-corp.org
EMP00629,Ashley,Smith,IT,31.95,2019-12-13,On Leave,emp00629@mta-corp.org
EMP00630,Helen,Martin,Rail,76.65,2016-06-24,Active,emp00630@mta-corp.org
EMP00631,Helen,White,Finance,23.98,2016-01-18,On Leave,emp00631@mta-corp.org
EMP00632,Richard,Brown,IT,60.1,2022-04-11,On Leave,emp00632@mta-corp.org
EMP00633,Gary,Anderson,IT,62.09,2022-11-04,On Leave,emp00633@mta-corp.org
EMP00634,James,Wilson,Safety,23.68,2016-01-25,Inactive,emp00634@mta-corp.org
EMP00635,Donna,Baker,Safety,19.12,2017-07-15,On Leave,emp00635@mta-corp.org
EMP00636,Jennifer,Ramirez,Infrastructure,27.29,2018-11-08,Active,emp00636@mta-corp.org
EMP00637,Mark,Garcia,Infrastructure,72.1,2017-07-26,Active,emp00637@mta-corp.org
EMP00638,Betty,Martin,Rail,43.95,2018-07-07,Active,emp00638@mta-corp.org
EMP00639,Melissa,Martinez,Maintenance,53.78,2022-03-12,Active,emp00639@mta-corp.org
EMP00640,Helen,Hernandez,Safety,41.85,2021-11-04,Active,emp00640@mta-corp.org
EMP00641,Stephanie,Martinez,IT,59.47,2022-01-16,Active,emp00641@mta-corp.org
EMP00642,Jessica,Garcia,Maintenance,27.81,2024-08-23,Active,emp00642@mta-corp.org
EMP00643,Matthew,Harris,HR,82.56,2021-08-11,Active,emp00643@mta-corp.org
EMP00644,William,Thomas,Finance,61.37,2023-11-15,Active,emp00644@mta-corp.org
EMP00645,Ronald,Hill,Infrastructure,58.9,2021-03-16,On Leave,emp00645@mta-corp.org
EMP00646,Kevin,Martin,Bus,52.93,2015-04-20,Inactive,emp00646@mta-corp.org
EMP00647,Stephanie,Sanchez,Finance,61.47,2017-02-11,Active,emp00647@mta-corp.org
EMP00648,Mark,Davis,Bus,51.72,2020-07-20,Inactive,emp00648@mta-corp.org
EMP00649,Donna,Smith,HR,80.61,2015-10-18,Active,emp00649@mta-corp.org
EMP00650,Brian,Clark,HR,54.83,2019-05-04,Active,emp00650@mta-corp.org
EMP00651,Kenneth,Roberts,Maintenance,19.61,2023-07-22,Active,emp00651@mta-corp.org
EMP00652,Charles,Wilson,Operations,79.85,2015-02-26,Active,emp00652@mta-corp.org
EMP00653,Christopher,Green,Infrastructure,51.82,2020-09-06,Active,emp00653@mta-corp.org
EMP00654,Jason,Sanchez,Maintenance,61.1,2019-10-01,Inactive,emp00654@mta-corp.org
EMP00655,Barbara,Moore,Maintenance,39.11,2021-11-28,Inactive,emp00655@mta-corp.org
EMP00656,Barbara,Wright,HR,44.48,2017-04-12,On Leave,emp00656@mta-corp.org
EMP00657,Helen,Baker,Scheduling,22.9,2023-07-24,On Leave,emp00657@mta-corp.org
EMP00658,Matthew,Thomas,Operations,34.76,2019-11-27,Active,emp00658@mta-corp.org
EMP00659,Ashley,Flores,Customer Service,22.16,2016-04-20,On Leave,emp00659@mta-corp.org
EMP00660,Kevin,Mitchell,Rail,26.44,2023-04-26,On Leave,emp00660@mta-corp.org
EMP00661,Jason,Smith,Rail,51.51,2016-07-16,Active,emp00661@mta-corp.org
EMP00662,Donna,Campbell,Finance,29.6,2020-11-12,Active,emp00662@mta-corp.org
EMP00663,Rebecca,Moore,Infrastructure,77.45,2023-05-30,Active,emp00663@mta-corp.org
EMP00664,Sandra,Moore,Engineering,22.75,2018-10-04,On Leave,emp00664@mta-corp.org
EMP00665,Anthony,Jones,Safety,48.77,2021-06-19,Active,emp00665@mta-corp.org
EMP00666,Emily,Torres,Rail,42.95,2015-08-16,Active,emp00666@mta-corp.org
EMP00667,Michael,Torres,Scheduling,66.56,2023-09-03,Active,emp00667@mta-corp.org
EMP00668,Steven,Smith,Operations,75.6,2023-04-23,Active,emp00668@mta-corp.org
EMP00669,David,Walker,HR,43.97,2017-09-28,Active,emp00669@mta-corp.org
EMP00670,David,Scott,Procurement,79.28,2017-01-03,On Leave,emp00670@mta-corp.org
EMP00671,Donald,Anderson,HR,35.01,2022-05-09,On Leave,emp00671@mta-corp.org
EMP00672,Karen,Jones,Customer Service,43.29,2018-08-03,Inactive,emp00672@mta-corp.org
EMP00673,Linda,Lopez,Bus,71.99,2022-07-20,Active,emp00673@mta-corp.org
EMP00674,Robert,Robinson,Legal,37.27,2019-07-01,Active,emp00674@mta-corp.org
EMP00675,Patricia,Scott,Safety,19.03,2018-09-02,Active,emp00675@mta-corp.org
EMP00676,Brian,Martin,Infrastructure,59.91,2018-04-09,Active,emp00676@mta-corp.org
EMP00677,Carol,Young,Procurement,70.1,2019-02-17,On Leave,emp00677@mta-corp.org
EMP00678,Gary,Thomas,Rail,18.92,2021-02-16,Active,emp00678@mta-corp.org
EMP00679,Thomas,Wright,HR,60.79,2015-04-08,On Leave,emp00679@mta-corp.org
EMP00680,James,Perez,Operations,68.97,2024-11-02,Active,emp00680@mta-corp.org
EMP00681,Stephanie,Campbell,Finance,25.41,2024-07-09,Inactive,emp00681@mta-corp.org
EMP00682,Donald,Young,Operations,83.18,2017-09-02,Active,emp00682@mta-corp.org
EMP00683,Karen,Garcia,Operations,79.76,2022-12-24,Inactive,emp00683@mta-corp.org
EMP00684,Jason,White,Safety,83.31,2019-08-19,Active,emp00684@mta-corp.org
EMP00685,Michael,Allen,Rail,60.87,2021-07-06,Active,emp00685@mta-corp.org
EMP00686,Carol,Torres,Operations,47.43,2015-11-03,Active,emp00686@mta-corp.org
EMP00687,Christopher,Taylor,Legal,39.45,2017-08-27,Active,emp00687@mta-corp.org
EMP00688,Stephanie,Lee,HR,48.61,2022-11-10,Active,emp00688@mta-corp.org
EMP00689,Joseph,Rodriguez,Procurement,69.71,2015-11-02,Active,emp00689@mta-corp.org
EMP00690,Michael,Hernandez,Safety,49.49,2016-09-28,Active,emp00690@mta-corp.org
EMP00691,Edward,Thompson,Procurement,32.31,2016-05-09,Active,emp00691@mta-corp.org
EMP00692,Charles,Davis,Maintenance,28.98,2020-03-12,On Leave,emp00692@mta-corp.org
EMP00693,Deborah,Hall,Customer Service,21.18,2018-05-31,Active,emp00693@mta-corp.org
EMP00694,Patricia,Rivera,Bus,82.9,2016-08-30,Active,emp00694@mta-corp.org
EMP00695,Linda,Baker,Finance,35.8,2020-10-04,Active,emp00695@mta-corp.org
EMP00696,Dorothy,Lewis,Engineering,68.25,2015-05-08,Active,emp00696@mta-corp.org
EMP00697,Ashley,Miller,Procurement,71.29,2016-01-23,Active,emp00697@mta-corp.org
EMP00698,Linda,Roberts,Bus,27.19,2015-02-18,Active,emp00698@mta-corp.org
EMP00699,Melissa,Green,Scheduling,24.09,2019-03-05,Inactive,emp00699@mta-corp.org
EMP00700,Robert,Johnson,Maintenance,31.65,2017-11-26,On Leave,emp00700@mta-corp.org
EMP00701,William,Garcia,Legal,73.65,2019-12-22,Active,emp00701@mta-corp.org
EMP00702,David,Robinson,Operations,29.67,2016-05-16,Inactive,emp00702@mta-corp.org
EMP00703,Matthew,Sanchez,Safety,20.46,2019-11-10,On Leave,emp00703@mta-corp.org
EMP00704,Susan,Thompson,Bus,78.9,2019-10-14,Active,emp00704@mta-corp.org
EMP00705,George,Martinez,Operations,59.34,2018-02-20,Inactive,emp00705@mta-corp.org
EMP00706,Helen,Jackson,Safety,45.9,2017-10-03,Inactive,emp00706@mta-corp.org
EMP00707,Linda,Garcia,Finance,43.97,2020-05-16,Active,emp00707@mta-corp.org
EMP00708,Helen,King,Bus,60.45,2017-03-27,Inactive,emp00708@mta-corp.org
EMP00709,Maria,Harris,Procurement,65.94,2023-11-30,Active,emp00709@mta-corp.org
EMP00710,Emily,Thompson,Customer Service,51.91,2021-02-08,Active,emp00710@mta-corp.org
EMP00711,Susan,Johnson,HR,58.21,2018-01-12,Active,emp00711@mta-corp.org
EMP00712,Rebecca,Moore,Operations,72.28,2024-02-03,Active,emp00712@mta-corp.org
EMP00713,Paul,Roberts,Customer Service,84.97,2020-12-08,Active,emp00713@mta-corp.org
EMP00714,Sarah,Nelson,Bus,36.22,2016-02-15,On Leave,emp00714@mta-corp.org
EMP00715,Gary,Anderson,Customer Service,74.79,2015-08-18,Active,emp00715@mta-corp.org
EMP00716,Susan,Lopez,Bus,57.9,2018-12-24,On Leave,emp00716@mta-corp.org
EMP00717,Paul,Nguyen,Operations,65.28,2022-10-28,Active,emp00717@mta-corp.org
EMP00718,Brian,Martinez,Customer Service,81.57,2021-05-14,Active,emp00718@mta-corp.org
EMP00719,Nancy,Lopez,Safety,21.02,2021-01-29,Active,emp00719@mta-corp.org
EMP00720,Ronald,Anderson,Operations,53.51,2017-08-10,Active,emp00720@mta-corp.org
EMP00721,Amanda,Gonzalez,Procurement,27.18,2018-09-20,On Leave,emp00721@mta-corp.org
EMP00722,Daniel,Brown,Operations,28.32,2016-12-27,On Leave,emp00722@mta-corp.org
EMP00723,Rebecca,Davis,Legal,53.5,2016-08-03,Active,emp00723@mta-corp.org
EMP00724,Betty,Rivera,Scheduling,44.81,2015-10-25,Active,emp00724@mta-corp.org
EMP00725,Nancy,Lee,Rail,83.39,2018-10-10,On Leave,emp00725@mta-corp.org
EMP00726,Anthony,Young,Scheduling,39.6,2019-11-25,On Leave,emp00726@mta-corp.org
EMP00727,Jason,Flores,Procurement,42.23,2021-04-20,On Leave,emp00727@mta-corp.org
EMP00728,Susan,Harris,Finance,67.31,2021-08-09,Active,emp00728@mta-corp.org
EMP00729,Susan,Campbell,Operations,81.59,2016-06-05,Inactive,emp00729@mta-corp.org
EMP00730,Rebecca,Torres,Operations,30.61,2019-05-23,Active,emp00730@mta-corp.org
EMP00731,Amanda,Anderson,Scheduling,56.11,2024-01-26,Active,emp00731@mta-corp.org
EMP00732,Lisa,Mitchell,Maintenance,34.33,2016-07-30,Active,emp00732@mta-corp.org
EMP00733,Anthony,Garcia,Legal,65.65,2016-11-18,On Leave,emp00733@mta-corp.org
EMP00734,Lisa,Lewis,Operations,36.14,2023-03-07,Active,emp00734@mta-corp.org
EMP00735,Robert,Thompson,Finance,70.84,2022-10-10,On Leave,emp00735@mta-corp.org
EMP00736,Linda,Harris,Safety,67.22,2015-01-06,Active,emp00736@mta-corp.org
EMP00737,Donald,Young,IT,41.86,2024-12-02,Active,emp00737@mta-corp.org
EMP00738,Kenneth,Torres,Scheduling,68.92,2016-02-20,Active,emp00738@mta-corp.org
EMP00739,George,Jones,Procurement,74.74,2016-10-28,Active,emp00739@mta-corp.org
EMP00740,Daniel,Taylor,Maintenance,23.43,2015-03-24,Active,emp00740@mta-corp.org
EMP00741,Mark,Hernandez,Infrastructure,23.49,2024-12-15,Active,emp00741@mta-corp.org
EMP00742,Ronald,Flores,Safety,65.35,2018-10-16,Active,emp00742@mta-corp.org
EMP00743,Richard,Hill,IT,28.95,2022-05-01,Active,emp00743@mta-corp.org
EMP00744,Jessica,Gonzalez,IT,64.86,2018-09-18,On Leave,emp00744@mta-corp.org
EMP00745,Edward,Taylor,Scheduling,37.22,2023-03-09,Active,emp00745@mta-corp.org
EMP00746,Linda,Sanchez,Customer Service,55.05,2016-01-28,Active,emp00746@mta-corp.org
EMP00747,Linda,White,Operations,46.94,2016-09-21,Active,emp00747@mta-corp.org
EMP00748,Kevin,Green,Customer Service,50.44,2024-03-28,Active,emp00748@mta-corp.org
EMP00749,Jessica,Hernandez,Scheduling,37.91,2015-04-16,Active,emp00749@mta-corp.org
EMP00750,Jennifer,Martin,Procurement,44.93,2020-04-23,Active,emp00750@mta-corp.org
EMP00751,Charles,Garcia,Scheduling,54.68,2022-05-31,Active,emp00751@mta-corp.org
EMP00752,Mark,White,Rail,48.14,2019-02-28,Active,emp00752@mta-corp.org
EMP00753,Ashley,Taylor,Bus,74.17,2019-12-07,Inactive,emp00753@mta-corp.org
EMP00754,Barbara,Carter,Infrastructure,62.89,2015-09-10,Active,emp00754@mta-corp.org
EMP00755,Paul,Wright,IT,83.05,2022-06-29,Inactive,emp00755@mta-corp.org
EMP00756,Michelle,Brown,Legal,44.24,2017-07-20,Inactive,emp00756@mta-corp.org
EMP00757,Edward,Baker,Legal,80.77,2019-09-11,Inactive,emp00757@mta-corp.org
EMP00758,Sarah,Walker,Finance,23.75,2024-11-20,On Leave,emp00758@mta-corp.org
EMP00759,Steven,Torres,Engineering,71.73,2015-05-23,On Leave,emp00759@mta-corp.org
EMP00760,Barbara,Davis,Procurement,48.36,2021-12-15,Active,emp00760@mta-corp.org
EMP00761,Joseph,Rodriguez,Operations,46.65,2017-05-17,On Leave,emp00761@mta-corp.org
EMP00762,Joseph,Green,Rail,73.97,2019-11-19,Active,emp00762@mta-corp.org
EMP00763,Matthew,Jones,Maintenance,44.31,2018-08-02,Active,emp00763@mta-corp.org
EMP00764,Daniel,Moore,Engineering,48.97,2021-03-11,Active,emp00764@mta-corp.org
EMP00765,Jason,Flores,Customer Service,53.25,2023-10-27,Active,emp00765@mta-corp.org
EMP00766,Donald,Martinez,Rail,56.18,2016-04-05,Inactive,emp00766@mta-corp.org
EMP00767,Michael,Miller,Customer Service,70.34,2023-07-04,Active,emp00767@mta-corp.org
EMP00768,Edward,Thompson,IT,36.07,2024-09-23,On Leave,emp00768@mta-corp.org
EMP00769,Brian,Hill,Safety,20.99,2020-06-11,Active,emp00769@mta-corp.org
EMP00770,Barbara,Flores,Customer Service,63.77,2019-07-09,Active,emp00770@mta-corp.org
EMP00771,Dorothy,Perez,Infrastructure,34.3,2015-06-08,On Leave,emp00771@mta-corp.org
EMP00772,Karen,White,Operations,40.97,2020-04-30,Active,emp00772@mta-corp.org
EMP00773,Karen,Young,Legal,64.8,2018-06-27,Active,emp00773@mta-corp.org
EMP00774,Thomas,Rodriguez,Finance,83.29,2024-09-29,Active,emp00774@mta-corp.org
EMP00775,Daniel,Moore,Infrastructure,46.22,2023-09-06,On Leave,emp00775@mta-corp.org
EMP00776,Joseph,Lewis,Bus,79.24,2016-01-01,Active,emp00776@mta-corp.org
EMP00777,Emily,Carter,Engineering,76.17,2023-04-23,Active,emp00777@mta-corp.org
EMP00778,Richard,Jones,Finance,65.69,2020-10-11,Active,emp00778@mta-corp.org
EMP00779,Rebecca,King,Customer Service,20.43,2016-07-09,Active,emp00779@mta-corp.org
EMP00780,Joseph,Brown,Bus,20.7,2024-10-24,Active,emp00780@mta-corp.org
EMP00781,Deborah,Gonzalez,Finance,43.0,2019-01-16,Active,emp00781@mta-corp.org
EMP00782,Dorothy,Green,Maintenance,63.8,2020-08-30,Active,emp00782@mta-corp.org
EMP00783,Emily,Hill,Safety,30.31,2019-03-06,Active,emp00783@mta-corp.org
EMP00784,Michelle,Thompson,HR,29.37,2021-07-31,Active,emp00784@mta-corp.org
EMP00785,Jason,Garcia,Finance,20.33,2023-05-26,Active,emp00785@mta-corp.org
EMP00786,Brian,Roberts,Bus,75.5,2016-10-29,On Leave,emp00786@mta-corp.org
EMP00787,Melissa,Wilson,Finance,61.83,2017-07-11,Inactive,emp00787@mta-corp.org
EMP00788,Rebecca,Roberts,Scheduling,19.09,2015-03-24,Active,emp00788@mta-corp.org
EMP00789,Susan,Hill,Procurement,19.06,2022-04-05,Active,emp00789@mta-corp.org
EMP00790,Nancy,Rivera,Infrastructure,61.24,2021-10-27,Active,emp00790@mta-corp.org
EMP00791,Paul,Robinson,Finance,33.01,2019-03-23,Active,emp00791@mta-corp.org
EMP00792,Donna,Flores,IT,57.37,2022-08-05,Active,emp00792@mta-corp.org
EMP00793,Kevin,White,Engineering,61.55,2020-09-26,Inactive,emp00793@mta-corp.org
EMP00794,Nancy,Baker,Maintenance,50.54,2018-03-03,Active,emp00794@mta-corp.org
EMP00795,Anthony,Lee,Legal,36.91,2018-02-06,On Leave,emp00795@mta-corp.org
EMP00796,Helen,Martin,Bus,28.47,2022-12-22,Active,emp00796@mta-corp.org
EMP00797,Ronald,Sanchez,Scheduling,39.75,2015-08-21,Active,emp00797@mta-corp.org
EMP00798,Maria,Adams,Safety,84.83,2023-02-02,Active,emp00798@mta-corp.org
EMP00799,Dorothy,Harris,Infrastructure,20.85,2019-09-11,On Leave,emp00799@mta-corp.org
EMP00800,Joseph,Perez,Infrastructure,65.94,2021-06-01,On Leave,emp00800@mta-corp.org
EMP00801,Anthony,Walker,Scheduling,42.34,2020-12-29,Active,emp00801@mta-corp.org
EMP00802,Richard,Nelson,Engineering,30.55,2024-06-24,Active,emp00802@mta-corp.org
EMP00803,William,Mitchell,Finance,66.72,2020-04-12,Inactive,emp00803@mta-corp.org
EMP00804,Susan,Baker,HR,62.02,2023-07-22,Active,emp00804@mta-corp.org
EMP00805,Thomas,Mitchell,Legal,38.92,2018-12-26,Active,emp00805@mta-corp.org
EMP00806,Charles,Nguyen,Finance,49.34,2019-03-03,Active,emp00806@mta-corp.org
EMP00807,Linda,Green,Customer Service,57.09,2020-04-11,Inactive,emp00807@mta-corp.org
EMP00808,Kenneth,Gonzalez,Engineering,26.47,2015-10-19,On Leave,emp00808@mta-corp.org
EMP00809,Donna,Martin,IT,22.1,2019-04-13,Active,emp00809@mta-corp.org
EMP00810,Joseph,Perez,IT,84.15,2016-07-16,Active,emp00810@mta-corp.org
EMP00811,Daniel,Rivera,Rail,70.3,2016-08-09,Active,emp00811@mta-corp.org
EMP00812,Anthony,Lopez,HR,60.69,2018-09-24,Active,emp00812@mta-corp.org
EMP00813,Karen,Wilson,Procurement,69.94,2020-01-26,Inactive,emp00813@mta-corp.org
EMP00814,Richard,Young,Procurement,69.28,2023-07-29,Active,emp00814@mta-corp.org
EMP00815,Amanda,Ramirez,Scheduling,47.06,2016-06-14,Active,emp00815@mta-corp.org
EMP00816,Mark,Smith,Operations,54.0,2020-05-09,On Leave,emp00816@mta-corp.org
EMP00817,James,Lee,Procurement,73.91,2019-03-09,Active,emp00817@mta-corp.org
EMP00818,Melissa,Smith,Scheduling,67.28,2015-03-15,Active,emp00818@mta-corp.org
EMP00819,Paul,Martin,Rail,25.33,2022-10-11,Inactive,emp00819@mta-corp.org
EMP00820,Nancy,Hernandez,Maintenance,73.29,2021-08-08,Active,emp00820@mta-corp.org
EMP00821,Ashley,Campbell,Engineering,58.16,2018-04-06,Active,emp00821@mta-corp.org
EMP00822,Melissa,Rodriguez,HR,84.74,2019-11-12,Active,emp00822@mta-corp.org
EMP00823,Gary,Gonzalez,Rail,81.55,2019-01-11,Active,emp00823@mta-corp.org
EMP00824,Thomas,Anderson,Infrastructure,83.99,2015-03-20,Active,emp00824@mta-corp.org
EMP00825,Maria,Nguyen,Engineering,29.74,2023-03-26,Active,emp00825@mta-corp.org
EMP00826,Helen,Williams,IT,76.79,2022-12-22,Active,emp00826@mta-corp.org
EMP00827,Edward,Flores,Operations,58.0,2023-08-26,Active,emp00827@mta-corp.org
EMP00828,Michael,Adams,Legal,19.81,2022-06-04,On Leave,emp00828@mta-corp.org
EMP00829,Donald,Lewis,IT,26.72,2016-04-19,Active,emp00829@mta-corp.org
EMP00830,Jason,Martinez,Bus,64.73,2020-04-27,On Leave,emp00830@mta-corp.org
EMP00831,Nancy,Clark,Scheduling,25.22,2015-02-08,Inactive,emp00831@mta-corp.org
EMP00832,Amanda,Hill,Infrastructure,27.62,2018-01-10,Active,emp00832@mta-corp.org
EMP00833,Matthew,Flores,Maintenance,37.3,2020-09-26,Active,emp00833@mta-corp.org
EMP00834,Joseph,Hill,Bus,70.23,2020-07-31,Inactive,emp00834@mta-corp.org
EMP00835,Paul,Rivera,IT,38.14,2017-04-06,Active,emp00835@mta-corp.org
EMP00836,Emily,Wilson,Infrastructure,80.55,2021-02-23,Active,emp00836@mta-corp.org
EMP00837,James,Smith,Scheduling,24.42,2017-08-18,Active,emp00837@mta-corp.org
EMP00838,Brian,Nelson,Safety,28.42,2024-05-14,Active,emp00838@mta-corp.org
EMP00839,Steven,Jones,Infrastructure,66.62,2023-09-28,Active,emp00839@mta-corp.org
EMP00840,Thomas,Robinson,Finance,36.06,2022-03-24,Active,emp00840@mta-corp.org
EMP00841,Susan,Williams,Legal,37.82,2016-02-13,On Leave,emp00841@mta-corp.org
EMP00842,Sandra,Mitchell,Maintenance,24.82,2018-07-04,Active,emp00842@mta-corp.org
EMP00843,William,Nelson,Scheduling,29.84,2015-02-09,Active,emp00843@mta-corp.org
EMP00844,Amanda,Moore,Infrastructure,24.68,2019-11-28,Active,emp00844@mta-corp.org
EMP00845,Jennifer,Sanchez,IT,82.49,2017-01-19,Active,emp00845@mta-corp.org
EMP00846,Mark,Hall,Legal,50.3,2024-05-16,Active,emp00846@mta-corp.org
EMP00847,Richard,Davis,Rail,64.8,2022-04-11,Active,emp00847@mta-corp.org
EMP00848,Richard,Miller,IT,79.1,2024-06-20,Active,emp00848@mta-corp.org
EMP00849,Brian,Baker,Safety,30.55,2023-12-31,Active,emp00849@mta-corp.org
EMP00850,Paul,Flores,Operations,75.86,2023-09-27,On Leave,emp00850@mta-corp.org
EMP00851,Kenneth,Young,Maintenance,77.52,2016-06-19,Active,emp00851@mta-corp.org
EMP00852,Robert,Taylor,Scheduling,39.4,2015-07-08,On Leave,emp00852@mta-corp.org
EMP00853,Melissa,King,Procurement,67.95,2024-09-26,On Leave,emp00853@mta-corp.org
EMP00854,Thomas,Nelson,Legal,41.0,2021-05-03,Inactive,emp00854@mta-corp.org
EMP00855,Jason,Flores,Maintenance,47.28,2022-09-20,On Leave,emp00855@mta-corp.org
EMP00856,Kenneth,Thompson,Scheduling,63.47,2017-10-15,Active,emp00856@mta-corp.org
EMP00857,Michelle,Flores,Operations,19.27,2016-08-31,Active,emp00857@mta-corp.org
EMP00858,Kenneth,Young,Legal,29.5,2020-09-01,Active,emp00858@mta-corp.org
EMP00859,Sarah,Perez,Finance,21.85,2018-08-06,Active,emp00859@mta-corp.org
EMP00860,Helen,Harris,IT,72.84,2021-03-04,Active,emp00860@mta-corp.org
EMP00861,George,Torres,Safety,24.35,2020-02-24,Active,emp00861@mta-corp.org
EMP00862,Daniel,Davis,Safety,68.06,2020-01-06,Active,emp00862@mta-corp.org
EMP00863,Dorothy,Clark,Operations,55.55,2016-02-25,Active,emp00863@mta-corp.org
EMP00864,Patricia,Hill,Customer Service,60.9,2024-04-05,Inactive,emp00864@mta-corp.org
EMP00865,Jessica,Adams,Scheduling,48.84,2021-04-22,Active,emp00865@mta-corp.org
EMP00866,Linda,Anderson,Legal,48.72,2019-01-28,Inactive,emp00866@mta-corp.org
EMP00867,Amanda,Hill,Safety,66.16,2023-08-10,Active,emp00867@mta-corp.org
EMP00868,George,Davis,Maintenance,68.99,2023-01-11,Active,emp00868@mta-corp.org
EMP00869,Lisa,Thompson,Legal,60.64,2015-01-09,Active,emp00869@mta-corp.org
EMP00870,Donna,White,Infrastructure,25.57,2021-02-21,Active,emp00870@mta-corp.org
EMP00871,William,Rivera,Infrastructure,66.48,2020-07-09,Active,emp00871@mta-corp.org
EMP00872,Amanda,Gonzalez,Bus,26.53,2017-11-07,Active,emp00872@mta-corp.org
EMP00873,Ashley,Gonzalez,Infrastructure,40.97,2017-06-02,Active,emp00873@mta-corp.org
EMP00874,Anthony,Baker,Customer Service,26.69,2015-07-10,Active,emp00874@mta-corp.org
EMP00875,Kevin,Nguyen,Engineering,27.45,2020-02-17,Active,emp00875@mta-corp.org
EMP00876,Donna,Mitchell,Operations,55.29,2015-01-18,Active,emp00876@mta-corp.org
EMP00877,Carol,Walker,Engineering,70.44,2024-05-28,Active,emp00877@mta-corp.org
EMP00878,Carol,Lopez,Infrastructure,72.71,2022-10-04,Active,emp00878@mta-corp.org
EMP00879,Kevin,Hill,Customer Service,77.2,2019-05-06,Inactive,emp00879@mta-corp.org
EMP00880,Mark,Clark,Customer Service,79.41,2024-11-19,Active,emp00880@mta-corp.org
EMP00881,Dorothy,Perez,Finance,48.61,2018-01-25,Active,emp00881@mta-corp.org
EMP00882,Donald,Hill,Infrastructure,77.45,2016-07-19,Inactive,emp00882@mta-corp.org
EMP00883,Jason,Scott,Legal,39.38,2018-05-09,On Leave,emp00883@mta-corp.org
EMP00884,Anthony,Wilson,Bus,32.45,2021-03-17,On Leave,emp00884@mta-corp.org
